customer_id,name,email,age,gender,country,city,device,acquisition_channel,loyalty_status
271,Kimberly Hendricks,jeffrey56@woods-sanford.info,24,Male,India,Youngmouth,Tablet,Organic,Loyal
272,Shawn Mack,hillryan@hall.com,69,Male,UK,New Johnbury,Desktop,Social Media,Loyal
273,Bradley Floyd,teresa28@hotmail.com,58,Other,Canada,Justinbury,Desktop,Email,Returning
274,Thomas Shelton MD,btodd@day-wilson.com,50,Female,Canada,Amybury,Desktop,Organic,Loyal
275,David Mills,richard77@hotmail.com,57,Other,India,East Joshua,Tablet,Organic,Loyal
276,Luis Hughes,wdavis@davis.com,56,Other,USA,Port Jenniferberg,Tablet,Referral,Loyal
277,Cindy Wallace,jadkins@wright.info,35,Other,UK,Port Ernest,Mobile,Paid Ads,New
278,Robin Cook,victoria03@jacobs.biz,57,Male,Canada,West Molly,Mobile,Social Media,Returning
279,Robert Johnson,bradleyharris@gmail.com,18,Other,India,North Rachelview,Tablet,Social Media,New
280,Manuel Watson,ustephens@andrade.net,28,Male,Canada,Lake Nicholas,Desktop,Paid Ads,Returning
281,Richard Copeland,harold62@martin-thompson.net,45,Male,UK,New Alicia,Desktop,Organic,Returning
282,Eric Rodriguez,yesenia06@yahoo.com,42,Male,UK,Port Steve,Desktop,Referral,Loyal
283,Rebecca Erickson,terrymckinney@carter.com,67,Female,Australia,Lake Derek,Mobile,Referral,Returning
284,Kevin Chaney,patrick08@gmail.com,40,Male,India,Port Erinberg,Desktop,Social Media,New
285,Mrs. Elizabeth Tyler,susan00@nixon.com,48,Male,UK,South Brian,Mobile,Referral,New
286,Paige Ayala,mark00@jensen.com,47,Female,Australia,Port Josephfort,Mobile,Paid Ads,New
287,Sara Garcia,jeffreyholmes@hotmail.com,59,Male,Australia,North Danielleview,Desktop,Organic,Returning
288,Kyle Cain,gonzalezcarol@hotmail.com,52,Other,Canada,Millermouth,Desktop,Paid Ads,New
289,Michael Avery,cheyennemontoya@patel-collins.biz,24,Other,Canada,Port Ralphberg,Tablet,Email,Returning
290,Zachary Duke,williamstyler@yahoo.com,33,Male,Australia,Rodriguezville,Tablet,Social Media,New
291,Christy Hall,april76@gmail.com,43,Female,Canada,New Anthonyview,Desktop,Referral,New
292,Sarah Rios,bgreene@gmail.com,65,Other,UK,West Jean,Mobile,Email,Returning
293,Richard Richardson,garciamichael@harmon.info,69,Female,USA,East Ryan,Mobile,Referral,New
294,Victoria Knapp,bradleyterrell@gmail.com,66,Female,UK,Loriborough,Mobile,Organic,Loyal
295,Jacob Williams,ericali@hotmail.com,19,Other,Australia,Goodmanchester,Mobile,Organic,Returning
296,Sophia Esparza,cervantesjavier@yahoo.com,18,Female,Australia,West Michael,Mobile,Organic,Returning
297,Jonathan Shea,thomashansen@adams.info,65,Other,UK,Derekborough,Tablet,Referral,Returning
298,David Smith,ialvarez@harvey-coleman.net,29,Female,Canada,Johnsonbury,Desktop,Email,Loyal
299,Joseph Tapia,michelle09@gmail.com,22,Other,Canada,Christopherville,Tablet,Organic,Returning
300,Edwin King,dustin92@graham.com,54,Male,Australia,Lake Heatherside,Mobile,Email,New
301,Ashley Waters MD,delacruzdavid@hotmail.com,49,Other,India,Lake Jeffrey,Mobile,Referral,New
302,Miguel Morgan,portermelissa@sanders.org,26,Other,Canada,Maldonadofurt,Mobile,Email,New
303,Alexandria Perez,jose49@smith.com,58,Other,UK,Aliceville,Mobile,Referral,Returning
304,Jessica Thompson,maurice85@rogers.com,52,Other,Canada,New Max,Desktop,Referral,New
305,Aimee Delgado,shannonpham@myers.info,36,Female,UK,Hayeshaven,Mobile,Social Media,Returning
306,Tyler Young,meganmoody@yahoo.com,65,Male,Australia,Brownstad,Desktop,Referral,New
307,Robert Young,lzamora@gmail.com,33,Other,Canada,Lake Amyhaven,Mobile,Referral,Loyal
308,Kimberly Williams,heather40@hayes.com,20,Female,UK,Lake Elizabeth,Desktop,Paid Ads,Loyal
309,Darlene Ware,cranemartin@hotmail.com,37,Male,Australia,Pamelaville,Tablet,Organic,Loyal
310,Sheila Smith,hamiltonrobert@smith.com,41,Male,India,Timothyville,Mobile,Social Media,Loyal
311,Monica Bullock,moniquetaylor@mccall.com,50,Male,UK,Mariamouth,Desktop,Social Media,Returning
312,Nathaniel Jacobson,bennettdavid@gmail.com,41,Male,India,Evanstown,Tablet,Social Media,New
313,Monique Larsen,rodriguezkathryn@yahoo.com,69,Other,India,Kennethfort,Mobile,Paid Ads,Loyal
314,Susan Graves,ajohnson@gmail.com,28,Other,USA,North Josephmouth,Mobile,Referral,Returning
315,Alexa Sullivan,jeffrey67@yahoo.com,66,Female,Canada,Sabrinamouth,Mobile,Organic,Loyal
316,Alexis Kirk,ethan13@parks.biz,25,Female,UK,East Richard,Desktop,Email,Loyal
317,Brad Adams,sara70@scott.com,53,Female,India,Garciaport,Desktop,Referral,Returning
318,Brittany Mcconnell,andrewdiaz@hotmail.com,55,Male,USA,Pinedaburgh,Tablet,Paid Ads,Returning
319,James Young,kathleenharris@peterson.com,57,Male,Australia,Davidberg,Desktop,Referral,New
320,Steve Thomas,seanjones@gmail.com,37,Other,UK,Port Jaclyn,Desktop,Referral,New
321,Michael Martinez,myersbrian@scott.com,52,Male,India,Jenniferton,Mobile,Paid Ads,Loyal
322,Eugene Garcia,fernandezronald@weaver.com,65,Male,Canada,Williamsborough,Mobile,Social Media,Loyal
323,Terri Hoover,kharrell@johnson-knox.com,42,Male,USA,Sydneyside,Mobile,Social Media,New
324,Sarah Owens,phillipsbernard@hotmail.com,52,Female,India,New Michelestad,Mobile,Organic,New
325,Derek Friedman,kristineellis@munoz.info,42,Female,Canada,Port Derektown,Mobile,Organic,Returning
326,Ashley Parks,qcooley@gonzales.net,46,Other,India,Jonesmouth,Mobile,Social Media,New
327,David James,martinezbenjamin@yahoo.com,35,Male,UK,Lake Staceyton,Mobile,Email,New
328,David Heath,gnewton@martin-meyer.com,63,Male,UK,North Dennis,Tablet,Referral,Loyal
329,Tracy Watson,michael07@best.com,35,Other,UK,East Charles,Tablet,Email,New
330,Kevin Johnson,jimmy80@gmail.com,19,Male,USA,East Amandashire,Tablet,Referral,Loyal
331,Steven Myers,anthonycook@alvarado.com,52,Male,UK,Port Philipbury,Tablet,Social Media,New
332,Jason Young,hunterdawson@gmail.com,33,Female,Canada,East Victorfurt,Mobile,Organic,Returning
333,Dawn Allen,davidramirez@peters-perez.org,58,Other,India,Brianhaven,Tablet,Organic,New
334,Charlene Nunez,stuartbrian@velasquez-ford.com,53,Other,Australia,Jeffreyberg,Mobile,Email,New
335,Adam Reyes,mercerchristopher@yahoo.com,50,Other,Canada,South Brandyborough,Tablet,Organic,New
336,Christina Solis,williamsalex@hotmail.com,21,Other,Canada,Lake Sean,Desktop,Social Media,Loyal
337,Connor Montgomery,edward36@hotmail.com,50,Female,UK,Port Rickyville,Tablet,Email,Returning
338,Alyssa Alexander,mkelly@yahoo.com,31,Female,USA,North Melissabury,Tablet,Referral,New
339,Nathan Solis,fowlerluis@payne.biz,38,Male,India,Lake John,Mobile,Organic,Loyal
340,Sara Hawkins,markjones@gmail.com,65,Male,USA,West Thomastown,Tablet,Paid Ads,Returning
341,Daniel Collins,timothylewis@hotmail.com,37,Male,India,Jimmouth,Desktop,Organic,Loyal
342,Cathy Brennan,james02@hotmail.com,25,Male,India,West Drewmouth,Mobile,Referral,Loyal
343,Nathan Cherry,wheelerjustin@gmail.com,24,Female,USA,Lake Davidstad,Mobile,Email,Returning
344,David Johnson,donnahughes@edwards-fisher.com,20,Other,Canada,Lake Chase,Tablet,Referral,New
345,Vanessa Dickerson,rsullivan@hotmail.com,34,Female,India,Port Elizabethshire,Mobile,Paid Ads,Loyal
346,Monica Sanchez,karenpacheco@tyler.com,50,Male,USA,Teresaton,Mobile,Social Media,Loyal
347,Randy Bentley,lschneider@gmail.com,65,Female,India,East Geoffrey,Mobile,Organic,New
348,Kristen Lee,tanya70@gmail.com,29,Other,Australia,Lindaport,Mobile,Email,New
349,Jennifer Simpson,hernandezmichael@gmail.com,68,Other,Canada,Smithshire,Mobile,Social Media,Returning
350,John Brown,mcdanielmichele@yahoo.com,39,Female,UK,Grantberg,Mobile,Referral,Returning
351,Amanda Garcia,cevans@hotmail.com,39,Female,India,Morganhaven,Desktop,Email,Returning
352,Jonathan Kidd,esmith@hayes.com,63,Female,Australia,Port Danielborough,Tablet,Social Media,New
353,Arthur Sanchez,dennissmith@wagner.org,47,Male,UK,West Kristopherton,Desktop,Email,Loyal
354,Brian Baker,wdavis@york-martinez.com,55,Female,UK,Peggyview,Mobile,Paid Ads,Loyal
355,Lawrence Mitchell,xgreen@gmail.com,55,Female,India,New Bianca,Mobile,Paid Ads,Returning
356,Jessica Williams,melissascott@gmail.com,62,Female,USA,Port Davidville,Tablet,Organic,New
357,Dr. Sandra Cox DDS,ujenkins@hotmail.com,68,Other,India,West Michelle,Desktop,Organic,Loyal
358,Emily Williams,kingkristen@yahoo.com,25,Other,Australia,Garzaborough,Tablet,Paid Ads,Returning
359,Christine Berry,steven87@yahoo.com,44,Male,UK,Jenniferchester,Desktop,Email,Loyal
360,Melissa Costa,anthonybaker@bonilla.com,44,Male,India,Andersonfort,Mobile,Paid Ads,Loyal
361,Krista Hamilton,fvelazquez@jackson.org,51,Other,USA,North Grace,Tablet,Organic,New
362,Jamie Franklin,jcarr@gmail.com,38,Other,India,Emilyfurt,Tablet,Paid Ads,New
363,Ryan Mcfarland,haydensmith@yahoo.com,47,Other,Canada,Lake Eric,Mobile,Paid Ads,Loyal
364,Alison Rodriguez,watsonrobert@cortez.com,50,Female,USA,Port Michaelland,Tablet,Email,Returning
365,Miss Penny Garcia,mary20@gmail.com,45,Female,Australia,Lake Josephview,Desktop,Social Media,New
366,Monica Wells,johnsonstacey@carter-dunn.com,64,Other,UK,West Tyler,Desktop,Organic,Loyal
367,Nicholas Pineda,stephanielong@gmail.com,50,Female,India,New Anneshire,Desktop,Email,New
368,Jody Johnson,xharris@phillips-morales.com,22,Female,USA,New Gregory,Desktop,Paid Ads,New
369,Douglas Schultz,swansonjackson@yahoo.com,65,Male,Canada,Patrickchester,Mobile,Paid Ads,New
370,David Ford,hickssarah@yahoo.com,36,Other,USA,East Vickie,Tablet,Social Media,Loyal
371,Gabriel Hendricks II,linda31@hotmail.com,21,Other,Canada,Olivershire,Desktop,Organic,Returning
372,Joshua Johnson,rachel20@gmail.com,52,Female,Australia,Sarahview,Mobile,Organic,Returning
373,Lauren Hughes,cherylthomas@reynolds-miller.org,66,Other,UK,West David,Tablet,Referral,Returning
374,Robin Rios,stephenwu@gmail.com,34,Male,Australia,East Bruce,Tablet,Organic,New
375,Michael Gonzalez,ryanmorris@gmail.com,61,Male,India,New Marcusview,Mobile,Social Media,Loyal
376,Debra Jones,emilysaunders@mason-dean.org,45,Male,USA,New James,Mobile,Referral,New
377,David Conner,kelly36@pitts-mason.com,47,Other,Canada,Lake Jamesfurt,Desktop,Referral,Returning
378,Walter Flores,rodriguezelizabeth@ramirez-navarro.org,46,Other,Canada,Port Nicholasview,Tablet,Paid Ads,Returning
379,Jennifer Smith,jennifer28@mann.org,63,Other,USA,West Benjamin,Tablet,Paid Ads,Loyal
380,Rebecca Walton,lmorrow@lee-parker.com,23,Other,USA,South Russellmouth,Mobile,Organic,New
381,Lauren Davis,josephpatton@guerrero.info,52,Other,India,North Nathan,Tablet,Referral,Returning
382,Kaitlyn Tucker,ryan15@yahoo.com,58,Male,Australia,South Allison,Desktop,Paid Ads,Loyal
383,David Brown,pmullins@yahoo.com,54,Female,Canada,Matthewchester,Tablet,Social Media,New
384,David Harris,shortdeborah@yahoo.com,41,Male,India,Kathrynfort,Mobile,Paid Ads,New
385,Sonya Potter,nthompson@hotmail.com,46,Other,Australia,Davidfort,Mobile,Paid Ads,Returning
386,Rodney Rice,smithsarah@yahoo.com,66,Male,India,Melissamouth,Desktop,Referral,Returning
387,Mrs. Margaret Wolfe,roblesamy@ortega-melton.biz,63,Other,Canada,Andreamouth,Desktop,Referral,New
388,Matthew Duffy,egarza@johnson.net,48,Other,USA,Evanchester,Tablet,Email,New
389,John Gregory,smcgrath@reyes.net,52,Male,USA,Patriciaside,Tablet,Social Media,Returning
390,Jose Harrell,williammckee@hotmail.com,50,Other,Australia,South Nathanside,Mobile,Referral,New
391,Joseph Hopkins,oglover@yahoo.com,69,Female,UK,West Jennifermouth,Desktop,Organic,Returning
392,Michelle Watson,ystevens@brooks-crosby.com,38,Other,Australia,Griffithhaven,Desktop,Social Media,New
393,Jake Stevens,gperez@wright.com,49,Female,UK,Yolandatown,Desktop,Social Media,Returning
394,Paul Wilcox,curtis63@gmail.com,40,Female,India,Lake Steven,Tablet,Referral,Loyal
395,Jesse Powell,samanthadougherty@gmail.com,50,Other,India,Kellifurt,Desktop,Social Media,Returning
396,Katie Smith,aliciabowen@hotmail.com,20,Male,Canada,Davidmouth,Mobile,Referral,Returning
397,Laurie Garcia,williambutler@mendez-barton.com,35,Female,UK,West Jose,Mobile,Paid Ads,Loyal
398,Brian Cross,pcunningham@yahoo.com,42,Male,Canada,East Russell,Tablet,Email,New
399,Lauren Barber,rrodriguez@terry-dennis.net,59,Female,USA,Courtneyport,Tablet,Paid Ads,Loyal
400,Bradley Jimenez,williamschristopher@fuller-rocha.com,48,Other,UK,Adamstad,Desktop,Referral,Returning
401,Megan Armstrong,twatts@gmail.com,20,Other,Australia,Port Natalie,Tablet,Referral,New
402,Angela Diaz,jefferyjacobs@hotmail.com,57,Female,USA,Lucasville,Mobile,Paid Ads,Loyal
403,Michelle Hill,deleonmichael@gmail.com,63,Other,USA,Travisland,Desktop,Organic,New
404,Matthew Wilson,hernandezanthony@gmail.com,41,Female,Australia,Nguyenburgh,Mobile,Organic,New
405,Carol Jackson,cking@harrison.com,67,Other,USA,Lake Nicole,Desktop,Organic,Loyal
406,Yvette Cooper,cynthiaclarke@oliver.org,49,Male,UK,West Lynn,Tablet,Referral,New
407,Kevin Johnson,zbrady@yahoo.com,64,Other,Canada,North Timothyhaven,Desktop,Social Media,Loyal
408,Scott Carroll,hstone@gmail.com,39,Male,USA,East Matthewfort,Desktop,Referral,Returning
409,Robert Walters III,johnsonwilliam@callahan.com,40,Other,UK,Mistyshire,Mobile,Social Media,New
410,Christopher Gilmore,jennifer29@lewis.com,19,Male,India,Garybury,Mobile,Paid Ads,Returning
411,Patrick Hernandez,sharonmartin@hotmail.com,44,Other,UK,Heatherbury,Desktop,Email,Returning
412,Christopher Sanchez,tinacastillo@yahoo.com,59,Male,Canada,North Malloryport,Tablet,Social Media,New
413,Wendy Roth,marthawilliams@yahoo.com,19,Female,UK,Hudsonfort,Tablet,Organic,Loyal
414,Kayla Duarte,omoody@gmail.com,43,Female,Australia,Melissashire,Mobile,Referral,New
415,Jeremy Thomas,porterjulie@hotmail.com,34,Male,Canada,Gabriellemouth,Tablet,Paid Ads,Returning
416,Hayley Ellison,johnsonpaula@gmail.com,57,Other,India,West Charles,Mobile,Organic,Returning
417,Marcia Christensen,annagarrett@thomas.com,50,Male,Australia,Millerhaven,Tablet,Paid Ads,Loyal
418,Keith Mendoza,mejiajames@moore.com,26,Other,UK,North Derrickfort,Desktop,Email,New
419,Jason Mccoy,hannah02@gmail.com,60,Female,Canada,West Rachelmouth,Mobile,Referral,Returning
420,Kelly Beck,henryharris@hotmail.com,65,Other,India,Joanneville,Mobile,Referral,Returning
421,Kelsey Lee,eric96@martinez.com,56,Female,Australia,East Thomas,Desktop,Email,Returning
422,Kaitlin Koch,esimon@yahoo.com,46,Other,India,Stewartville,Mobile,Referral,Loyal
423,Kelly Williams,alexander34@stewart.com,59,Other,UK,Courtneymouth,Tablet,Social Media,Returning
424,Natalie Mcintyre,conradana@gmail.com,43,Other,India,West Patriciahaven,Tablet,Paid Ads,Returning
425,Zachary Johnson,jaysmith@hotmail.com,52,Male,USA,East Stephanie,Mobile,Organic,New
426,Rhonda Wallace,walkerchristopher@yahoo.com,67,Male,Australia,South Taylor,Tablet,Email,New
427,Penny Ellison,carpenterwilliam@douglas-mitchell.com,42,Female,India,Andersonchester,Mobile,Social Media,Returning
428,Craig Mathis,victoriahuffman@lopez.com,41,Female,UK,Jonesshire,Desktop,Organic,Returning
429,Sherri Smith,victoria14@hernandez.net,30,Male,UK,Justinland,Mobile,Organic,New
430,Derek Hubbard,raymondmiller@hotmail.com,24,Female,India,East Wendyfurt,Desktop,Email,Loyal
431,Alexandra Kim,kimkenneth@rogers.com,53,Male,UK,Lake Ryan,Tablet,Social Media,Loyal
432,Judy Perry MD,brownrhonda@willis.com,62,Other,Canada,South Kevinland,Desktop,Organic,Loyal
433,Kimberly Garcia,omonroe@smith.com,37,Female,Canada,Lake Elizabeth,Tablet,Organic,Loyal
434,John Huffman,aguilarleah@yahoo.com,18,Female,Canada,North Theresaburgh,Mobile,Social Media,Loyal
435,Andrea Roach,mary20@yahoo.com,25,Male,USA,Johnmouth,Tablet,Referral,Loyal
436,Sarah Brown,jhoward@burke-thompson.net,63,Female,India,Briantown,Mobile,Organic,Loyal
437,Tim Mcdowell,whitegabrielle@hotmail.com,33,Female,USA,Kylefort,Mobile,Paid Ads,Loyal
438,Kenneth Hampton,bbailey@lopez-martin.com,31,Other,UK,Catherineburgh,Desktop,Social Media,New
439,Jorge Liu,pamelajones@spears.info,29,Female,USA,Stephensshire,Desktop,Organic,Loyal
440,Ashley Berg,janicethomas@yahoo.com,68,Other,UK,West Ian,Desktop,Email,Loyal
441,Kimberly Kim,edwardthomas@armstrong.info,40,Male,UK,Kevinview,Desktop,Paid Ads,Loyal
442,Nicolas Lang,francisamy@hotmail.com,32,Female,Australia,Bellborough,Tablet,Organic,Returning
443,Julia Cruz,grossandrew@strickland-williams.com,45,Other,Canada,Michaelfurt,Tablet,Paid Ads,New
444,Zachary Thompson,fhernandez@butler.com,51,Male,UK,Davisside,Tablet,Paid Ads,New
445,Gregory Stewart,patricia95@carroll.com,19,Female,Australia,Lucasport,Mobile,Referral,New
446,Sharon Davis,monicawise@mercado.com,49,Male,Canada,New Brettville,Tablet,Paid Ads,Loyal
447,Donna Russell,taylorwebster@johnson.biz,40,Female,UK,South Gabrielle,Tablet,Referral,Loyal
448,Adam Meyer,bowersjacob@yahoo.com,39,Male,UK,Alexandraland,Tablet,Social Media,Returning
449,Samantha Fitzpatrick,sandra77@yahoo.com,68,Male,USA,Vincentland,Desktop,Referral,New
450,Manuel Williams,barbara59@christensen.com,42,Other,USA,Jessicaview,Tablet,Email,Loyal
451,Harry Torres,stephanie19@garza-hardy.com,39,Male,Canada,Port John,Mobile,Organic,New
452,Cathy Thompson PhD,cameronheather@porter.com,39,Female,UK,Fernandezfort,Desktop,Social Media,Returning
453,Jason Baker,lindseywilliams@king.com,66,Female,India,Heatherberg,Mobile,Social Media,Returning
454,Joyce Lopez,emily53@lucero-williams.com,69,Other,USA,North Thomas,Tablet,Email,Returning
455,Trevor Foster,thompsonkatherine@gmail.com,59,Female,Canada,West Brianchester,Desktop,Referral,New
456,Kimberly Mooney,ashley11@rodriguez.org,23,Female,UK,Pachecochester,Mobile,Organic,Loyal
457,Regina Sawyer,benjamin99@ballard-mckinney.com,32,Female,UK,West Patrickmouth,Tablet,Referral,Loyal
458,Melissa Howard,mccalltimothy@snyder.com,60,Male,India,Muellerstad,Mobile,Paid Ads,Returning
459,Joshua Cain,danielsmith@gmail.com,54,Male,Canada,North Charlesside,Mobile,Referral,Loyal
460,Angela Snyder,michael98@gmail.com,50,Female,UK,Williamsburgh,Mobile,Social Media,Returning
461,Anthony Rodriguez,anthonypeterson@gmail.com,25,Other,USA,East Ashley,Tablet,Organic,New
462,Travis Atkins,fergusonstacey@gmail.com,61,Male,India,Jonesport,Tablet,Referral,Returning
463,Michelle Townsend,foleyadam@gmail.com,61,Other,Canada,East Danielle,Mobile,Organic,New
464,Mary Frazier,lunajulie@hotmail.com,22,Female,India,Wagnerfort,Desktop,Organic,Returning
465,Lori Lloyd,samantha23@gmail.com,56,Female,USA,Lake Kimberly,Desktop,Paid Ads,Loyal
466,Daniel Ray,irodriguez@woods.com,21,Male,Canada,North Miranda,Tablet,Paid Ads,Loyal
467,Julie Bishop,wilsontonya@leon.info,23,Female,India,Josemouth,Tablet,Social Media,Returning
468,Becky Ruiz,nicholas98@yahoo.com,62,Male,Australia,Sandraport,Tablet,Email,Loyal
469,Diana Moore,sabrinawang@snyder.com,49,Female,USA,Mendozastad,Tablet,Organic,Loyal
470,Dr. Jessica Simpson,brianmontes@west.com,69,Female,USA,Lake Travis,Tablet,Email,Loyal
471,Susan Walker,angela07@butler.com,47,Male,USA,Brandonfurt,Desktop,Social Media,New
472,Aaron Warner,christopher61@gmail.com,64,Male,Australia,Rodriguezview,Tablet,Organic,Loyal
473,Roy Roberts,brandon33@yahoo.com,52,Male,Australia,East Angela,Mobile,Organic,New
474,Valerie Doyle,david93@holland-sutton.info,57,Female,UK,Ryanshire,Mobile,Email,Returning
475,Andrew Snyder,steven94@hotmail.com,69,Female,India,Toddton,Desktop,Referral,Loyal
476,Miranda Duran,jrogers@stout.info,33,Other,UK,Dunnstad,Mobile,Paid Ads,Loyal
477,Alexander Wilson,hickschristina@blair-jackson.com,30,Male,India,Lake Daniel,Desktop,Referral,Loyal
478,Brandon Crawford,robert79@thomas.info,67,Female,Australia,Mollyhaven,Desktop,Email,Returning
479,Jamie Fields,eugenesutton@nicholson.com,59,Female,Australia,Westmouth,Mobile,Paid Ads,New
480,Rachael Barnett,cmoss@yahoo.com,47,Male,UK,Kayleemouth,Tablet,Referral,New
481,Melissa Mitchell,swatkins@hotmail.com,36,Other,Canada,Cochranbury,Mobile,Paid Ads,Loyal
482,Andrew Rodriguez,franciscoferguson@allen.com,34,Male,UK,West Justin,Mobile,Organic,Returning
483,Leah Sosa,vheath@hotmail.com,36,Other,India,New Philip,Desktop,Referral,Returning
484,Jennifer Ellis,fernando53@hotmail.com,45,Female,UK,West Monica,Mobile,Paid Ads,Returning
485,Emily Garcia,rothnathaniel@jones-winters.com,43,Other,USA,Lake Patriciastad,Desktop,Paid Ads,Returning
486,Carol Gilbert,sharon58@gmail.com,54,Female,India,Joshuaside,Tablet,Paid Ads,Returning
487,Alicia Wood,oarnold@davis.info,43,Male,India,Lopezside,Tablet,Referral,New
488,Alicia Jones,kroth@gmail.com,40,Male,Canada,West Nathan,Tablet,Social Media,New
489,Aaron Burke,richard19@hotmail.com,26,Male,Australia,Jessebury,Mobile,Referral,New
490,Patricia Elliott,teresamartin@higgins.info,29,Other,India,North Charles,Desktop,Email,Loyal
491,Steven Swanson,sean72@olson.com,18,Female,Australia,New Patrick,Tablet,Referral,Returning
492,Laura Perez,kimberlymartinez@hotmail.com,18,Male,UK,Morrismouth,Desktop,Paid Ads,Loyal
493,Laura Marshall,rochaandrea@gmail.com,64,Male,USA,Williamsland,Desktop,Organic,Returning
494,Lindsay Erickson,stevenfernandez@smith-mitchell.org,51,Female,Canada,Gomezmouth,Tablet,Referral,New
495,Christopher Vargas,oflores@williams.info,49,Male,Australia,Johnsonburgh,Tablet,Referral,Loyal
496,Susan Smith,mikenichols@martin.com,65,Female,India,Deannaview,Desktop,Paid Ads,New
497,Tristan Smith,xwhite@hood-lee.info,42,Female,Australia,South Stephanie,Tablet,Organic,Returning
498,Joanna Foster,zboyd@gmail.com,57,Female,India,Joanneview,Desktop,Organic,Returning
499,Antonio Brooks,keith61@davis-smith.com,62,Female,Australia,East Amanda,Desktop,Email,Returning
500,Amy Holder,smithsarah@jones-lee.com,18,Female,India,Carlsonside,Tablet,Referral,New
501,Thomas Lopez,robinsonbarbara@sullivan-armstrong.biz,33,Other,UK,Jacquelineshire,Mobile,Organic,Returning
502,Kara Welch,grosskaren@bennett-walters.com,56,Male,India,North Kathleen,Tablet,Organic,New
503,Nicole White,fterrell@davidson.com,22,Other,India,Wellsmouth,Mobile,Social Media,Loyal
504,Erin Pacheco,oguerrero@rodriguez-huffman.org,39,Male,USA,Keithmouth,Desktop,Social Media,Returning
505,Theresa Fischer,zscott@yahoo.com,46,Other,India,North Jason,Desktop,Organic,Returning
506,Emily Parker,samanthasandoval@mccormick.com,20,Female,USA,Rhodesburgh,Mobile,Email,Returning
507,Mr. Wayne Brown,dawn73@sanchez.com,29,Male,Canada,Lindashire,Desktop,Organic,Loyal
508,Steven Bean,moniquewhite@yahoo.com,43,Male,USA,Ericfort,Mobile,Paid Ads,Returning
509,Paula Ewing,stephen75@yahoo.com,33,Other,UK,North Nathaniel,Mobile,Referral,New
510,Luke Rollins,brettjackson@gibson-daniels.info,68,Other,USA,Hardingland,Desktop,Email,New
511,George Johnson,turnerbarbara@gmail.com,54,Male,Canada,West Timothyshire,Mobile,Paid Ads,Returning
512,Krystal Freeman,kimberly64@hotmail.com,39,Other,UK,Brandonport,Tablet,Email,Returning
513,Patricia Tyler,valdezvictor@ibarra.com,46,Other,Australia,Port Jessefurt,Tablet,Paid Ads,Loyal
514,Austin Moore,ghaney@hotmail.com,31,Other,Australia,Brownmouth,Desktop,Referral,Loyal
515,Steven Bartlett,milleranthony@mendez.com,45,Female,USA,Curtisport,Desktop,Referral,Loyal
516,Paige Cox,dixonerin@yahoo.com,22,Female,USA,Brownmouth,Mobile,Social Media,Returning
517,Donald Fisher,sherryadams@yahoo.com,64,Other,Canada,Lake John,Mobile,Paid Ads,Loyal
518,Paul Wilkerson,umonroe@gmail.com,66,Other,Canada,West Katherinemouth,Mobile,Social Media,Loyal
519,Fernando Cook,uswanson@yahoo.com,47,Female,India,North Julie,Mobile,Paid Ads,New
520,Miguel Johnson Jr.,gutierrezjames@myers.com,63,Female,Canada,New Michael,Tablet,Social Media,Loyal
521,Daniel Yang,justinmullen@hotmail.com,69,Male,India,Michaelberg,Tablet,Referral,New
522,Charlene Schroeder,dennis31@hotmail.com,22,Male,UK,New Kevinshire,Desktop,Email,New
523,Michael Warren,stephen13@davis.com,29,Female,USA,Lake Dawnchester,Mobile,Social Media,Loyal
524,Eric Lopez,evansdarren@davis.com,33,Other,UK,Phamfort,Mobile,Paid Ads,New
525,David Lewis,andrew64@smith-johnson.com,43,Other,Canada,Waltonfort,Desktop,Paid Ads,Returning
526,Cynthia Walker,lewisbrandi@rodriguez.com,43,Other,UK,Frankside,Mobile,Referral,Returning
527,Robert Jones,schmidtkeith@johnson.com,65,Other,UK,Port Caitlyn,Mobile,Paid Ads,Loyal
528,Laurie Lewis,alan07@hotmail.com,38,Male,UK,North Larryport,Mobile,Organic,Returning
529,Crystal Evans,matthewlittle@davis.com,56,Female,Canada,West Amyville,Mobile,Email,New
530,Mary Black,jackson72@hotmail.com,53,Other,UK,South Christophermouth,Mobile,Social Media,Returning
531,Gabrielle Cobb,danielsmarco@hotmail.com,50,Male,India,Lucasside,Desktop,Email,Loyal
532,Denise Bautista,annanderson@murphy.org,47,Other,Canada,Rebeccafort,Mobile,Referral,Loyal
533,Karen Walker,williamscott@yahoo.com,54,Female,UK,Troybury,Desktop,Social Media,New
534,Tracy Hayes,ncarpenter@henderson-melendez.info,40,Male,Canada,Irwinchester,Mobile,Social Media,Loyal
535,Laurie Johnson,ashley05@hotmail.com,27,Female,Australia,Harrellview,Tablet,Organic,Returning
536,Veronica Bentley,jamie15@gmail.com,22,Female,India,South Patrick,Tablet,Referral,Loyal
537,John Brown,qbrown@williams.com,53,Male,UK,West Evanborough,Tablet,Paid Ads,New
538,Dr. Catherine Mueller,twatson@jones.com,51,Male,Australia,Lake Deborahstad,Tablet,Organic,Loyal
539,Manuel Mejia,sheri41@fisher.net,69,Male,Australia,Port Christopherville,Desktop,Organic,Returning
540,Lindsay Krueger,victoriaphillips@jimenez-fletcher.com,48,Male,Canada,Tanyaport,Desktop,Email,New
